source,identifier,title,abstract,subjects
Springer,10.1007/s12351-024-00897-8,A hybrid decision-making conceptual framework based on generalized information quality under neutrosophic evidence theory: a comparative analysis,"Simulating uncertainty for dealing with actual events is one of Artificial Intelligence's key difficulties and challenges. The ultimate objective for decision-makers is to manage uncertainty, particularly in indeterminate scenarios when it is not the case that the solution of the problem can be expressed with true or false values. As a result, new techniques to facilitate the interpretation of indeterminacy are currently under development. Neutrosophic logic (NL), which addresses the concept of neutralities, extends classic logic, fuzzy logic, paraconsistent logic, intuitionistic logic, and so on. The single-valued neutrosophic set (SVN) is a subclass of neutrosophic sets that has recently been presented. Solving multicriteria decision-making problems is an essential use case for SVNs to be applied. The research objectives of the article are twofold. First, we examine the potential of utilizing single-valued neutrophilic sets in a more efficient manner to address the issue of multicriteria decision-making. Within this framework, our aim is to explore and extend the concept of information quality as an uncertainty measure by comparing it to neutrosophic Dempster–Shafer (D–S) evidence theory in the context of decision-making. As a proposed solution to the aforementioned research objectives, this manuscript suggests and implements a novel conceptual framework for determining and quantifying the similarity measure between SVNSs in a multicriteria decision-making context under the principles of D–S evidence theory. Finally, illustrative case studies are given to support the logic and practicality of the suggested methodology compared to current methodologies.","['Business and Management', 'Operations Research/Decision Theory', 'Operations Research, Management Science', 'Computational Intelligence', 'Operations Research and Decision Theory', 'Operations Research, Management Science', 'Optimization', 'Operations Management']"
Springer,10.1186/s12913-025-12229-3,How do staff work in NHS hospital operations management meetings to support resilience in everyday service delivery? A qualitative study,"Background Operations Management meetings in NHS hospitals provide an opportunity for operational and clinical staff to monitor demand and capacity and manage patient flow. These meetings play an important role in the achievement of resilient performance over time. However, little is known about the work that takes place within these meetings in the United Kingdom’s National Health Service. Methods We conducted a qualitative study observing 29 Operations Management meetings across three English hospitals between June and October 2023. The observations focused on: who was present; how meetings were organised and conducted; what data were used; how decision-making took place; and the types of work that were undertaken. We also conducted 17 semi-structured interviews with divisional leads and meeting chairs. A grounded theory analytic approach involved exploring the data in two sites to identify key themes, and then testing these themes through a third comparator site. Results We identified the type and extent of work that took place in these meetings to maintain flow and enable resilient service delivery. Operations Management meetings provided an opportunity for staff to come together to engage in collective sense-making, to develop a shared mental model of the state of the hospital and to build a collective understanding of where action was needed. Review of centralised data, formally encoded and recorded in numerical form, played an important role, but staff also drew on local intelligence to make sense of and adapt to often pressurised situations. We identified three types of work: Sense-making and Interpretation, and Risk work (which together contributed to maintaining organisational function) and Maintaining morale (which supported individual staff resilience). Conclusions The work that went on in Operations Management meetings functioned to support organisational and individual resilience, through staff repeatedly sharing and assessing information on capacity and demand, taking action to address these continually changing pressures, and having their efforts recognised.","['Medicine & Public Health', 'Public Health', 'Health Administration', 'Health Informatics', 'Nursing Research', 'Health Care', 'Health Care Management', 'Health Economics', 'Health Policy', 'Medical and Health Technologies']"
Springer,10.1186/s40561-024-00340-7,Impact of an adaptive environment based on learning analytics on pre-service science teacher behavior and self-regulation,"Learning analytics provides valuable data to inform the best decisions for each learner. This study, based on adaptive environment (AE) learning analytics dashboards, examines how instructor interventions affect student self-regulation abilities and academic performance. It identifies the self-regulation categories requiring the most support to correct learning paths. Little is known about how interventions in an AE can influence learners' self-regulation based on performance indicators, particularly in science education. The study included 95 Faculty of Education and the Department of Science students. Using a longitudinal clustering approach, researchers identified three unique self-regulated learning (SRL) profiles: oriented, adaptive, and minimally self-regulated learners. While the results showed that the learning analyses were useful in guiding the process of appropriate interventions through an adaptive environment for each student by providing indicators and raising the level of self-regulation for each group separately, the results also showed that there was no change in the classification of self-regulation into groups and that no students moved between groups. These findings highlight the complexity of SRL, suggesting that while interventions can impact engagement and behavior, they may not be sufficient to change the learner's underlying profile. In academic performance, statistically significant differences were found, with the oriented self-regulation group outperforming the adaptive and minimally self-regulated groups. The findings underscore the importance of learning analytics and their indicators for timely interventions in adaptive environments. Additionally, the AE was highly effective, offering students opportunities to review material, which improved their study techniques, test-taking strategies, and overall learning experience.","['Education', 'Education, general', 'Computers and Education', 'Education', 'Computers and Education']"
Springer,10.1007/s10639-025-13355-5,Teaching of the subject ‘Biomolecules in Living Organisms’ using 3D printing models,"In recent years, 3D printing technology or 3D printing models have become a powerful educational tool used in many fields such as medicine, engineering and science. However, research on the integration of these technologies into formal educational environments and the researches examining their effect on students’ learning biology is quite limited. The aim of this study is to examine the effect of using 3D printing models on students’ learning the subject ‘Biomolecules in Living Organisms’. In the study, the students were also interviewed, and the usefulness of 3D printing models was evaluated. For this aim, a quasi-experimental design was used in the study. The study group consisted of 61 ninth grade students (37 females, 24 males), 32 students in the control group and 29 students in the experimental group, attending a public high school during the academic year 2023–2024. The findings indicated that the achievement levels of the students in the experimental group (3D printing models) were statistically higher than those in the control groups (non-3D printing models) after a 9-week instruction. The findings also indicated that there is a statistically important difference in students’ scores on retention tests in favour of the experimental group. Similarly, as a result of student interviews, it was determined that 3D models were evaluated by most of the students as materials that were interesting, arousing curiosity, increased the memorability of information, concretized the subject and facilitated learning. Despite these positive effects of 3D printing models on learning, some limitations, such as small sample selection, reduced the generalizability of the study results. Considering these limitations, some suggestions for future research were made.","['Computer Science', 'Computers and Education', 'Educational Technology', 'User Interfaces and Human Computer Interaction', 'Education, general', 'Information Systems Applications (incl.Internet)', 'Computer Appl. in Social and Behavioral Sciences', 'Computers and Education', 'Digital Education and Educational Technology', 'User Interfaces and Human Computer Interaction', 'Education', 'Computer and Information Systems Applications', 'Computer Application in Social and Behavioral Sciences']"
Springer,10.1007/s10915-024-02785-x,A Rigorous Integrator and Global Existence for Higher-Dimensional Semilinear Parabolic PDEs via Semigroup Theory,"In this paper, we introduce a general constructive method to compute solutions of initial value problems of semilinear parabolic partial differential equations on hyper-rectangular domains via semigroup theory and computer-assisted proofs. Once a numerical candidate for the solution is obtained via a finite dimensional projection, Chebyshev series expansions are used to solve the linearized equations about the approximation from which a solution map operator is constructed. Using the solution operator (which exists from semigroup theory), we define an infinite dimensional contraction operator whose unique fixed point together with its rigorous bounds provide the local inclusion of the solution. Applying this technique for multiple time steps leads to constructive proofs of existence of solutions over long time intervals. As applications, we study the 3D/2D Swift–Hohenberg, where we combine our method with explicit constructions of trapping regions to prove global existence of solutions of initial value problems converging asymptotically to nontrivial equilibria. A second application consists of the 2D Ohta–Kawasaki equation, providing a framework for handling derivatives in nonlinear terms.","['Mathematics', 'Algorithms', 'Computational Mathematics and Numerical Analysis', 'Mathematical and Computational Engineering', 'Theoretical, Mathematical and Computational Physics', 'Algorithms', 'Computational Mathematics and Numerical Analysis', 'Mathematical and Computational Engineering Applications', 'Theoretical, Mathematical and Computational Physics']"
Springer,10.1007/s11097-024-10044-5,Can communication Brain-Computer Interfaces read minds?,"Recent developments in the domain of communication Brain-Computer Interface (BCI) technology have raised questions about the ability for communication BCIs to read minds. How those questions are answered depends on how we theorize the mind and mindreading in the first place. Thus, in this paper, I ask (1) what does it mean to read minds? (2) can a communication BCI do this? (3) what does this mean for potential users of this technology? and (4) what is at stake morally in light of this? I show that current answers to these questions are conceptually unclear and committed to a Cartesian picture of the mind and its relation to the brain, questionably informing how debates about BCIs as mindreading devices are framed. I offer an alternative perspective on these questions by turning to an enactive perspective on mindedness. I argue that this perspective can offer conceptual as well as ethical clarification about what is at stake in the domain of communication BCIs. From this perspective, the concerns raised about BCIs as mindreading machines are demystified. Instead, concerns are raised about BCIs as enabling users to flourish as authentic communicators.","['Philosophy', 'Phenomenology', 'Philosophy of Mind', 'Cognitive Psychology', 'Phenomenology', 'Philosophy of Mind', 'Cognitive Psychology']"
Springer,10.1007/s11263-024-02207-3,"R
              
                
              
              $$^{2}$$
              
                
                  
                  
                  2
                
              
            S100K: Road-Region Segmentation Dataset for Semi-supervised Autonomous Driving in the Wild","Semantic understanding of roadways is a key enabling factor for safe autonomous driving. However, existing autonomous driving datasets provide well-structured urban roads while ignoring unstructured roadways containing distress, potholes, water puddles, and various kinds of road patches i.e., earthen, gravel etc. To this end, we introduce Road Region Segmentation dataset (R^2S100K)—a large-scale dataset and benchmark for training and evaluation of road segmentation in aforementioned challenging unstructured roadways. R^2S100K comprises 100K images extracted from a large and diverse set of video sequences covering more than 1000 km of roadways. Out of these 100K privacy respecting images, 14,000 images have fine pixel-labeling of road regions, with 86,000 unlabeled images that can be leveraged through semi-supervised learning methods. Alongside, we present an Efficient Data Sampling based self-training framework to improve learning by leveraging unlabeled data. Our experimental results demonstrate that the proposed method significantly improves learning methods in generalizability and reduces the labeling cost for semantic segmentation tasks. Our benchmark will be publicly available to facilitate future research at https://r2s100k.github.io/ .","['Computer Science', 'Computer Imaging, Vision, Pattern Recognition and Graphics', 'Artificial Intelligence', 'Image Processing and Computer Vision', 'Pattern Recognition', 'Computer Imaging, Vision, Pattern Recognition and Graphics', 'Artificial Intelligence', 'Computer Vision', 'Automated Pattern Recognition']"
Springer,10.1007/s10869-024-09947-6,Navigating Through the Digital Workplace: Measuring Leader Digital Competence,"In a modern digital workplace, leaders must have the necessary skills to lead employees virtually. Despite its high practical and theoretical relevance, a consensus on crucial digital competencies for virtual leaders is lacking, hindering a systematic exploration of the leader’s role in facilitating technology use. In the present article, we propose a new concept and instrument to assess leader digital competence (LDC). After reviewing the literature, we establish three dimensions of LDC, centering around the leader’s ability and inclination to select, promote, and enable technology and digital media among their employees. We provide support for the scale's convergent, discriminant, criterion-related, and incremental validity using four independent samples ( N _ 1  = 156, N _ 2  = 309, N _ 3  = 201, N _ 4 employee = 452, N _ 4 leader = 93). Furthermore, results support the reliability and factor structure with the three proposed dimensions of the 10-item LDC scale. The findings demonstrate that the scale represents a psychometrically sound instrument, useful for further examining conditions for effectiveness in the virtual environment. Future research should aim to advance the understanding of antecedents and situational factors that influence the relevance of LDC and its impact on employee, team, and organizational outcomes.","['Psychology', 'Industrial and Organizational Psychology', 'Community and Environmental Psychology', 'Personality and Social Psychology', 'Business and Management, general', 'Social Sciences, general', 'Work and Organizational Psychology', 'Community Psychology', 'Personality and Differential Psychology', 'Business and Management', 'Society']"
Springer,10.1007/s11263-024-02199-0,Learning General and Specific Embedding with Transformer for Few-Shot Object Detection,"Few-shot object detection (FSOD) studies how to detect novel objects with few annotated examples effectively. Recently, it has been demonstrated that decent feature embeddings, including the general feature embeddings that are more invariant to visual changes and the specific feature embeddings that are more discriminative for different object classes, are both important for FSOD. However, current methods lack appropriate mechanisms to sensibly cooperate both types of feature embeddings based on their importance to detecting objects of novel classes, which may result in sub-optimal performance. In this paper, to achieve more effective FSOD, we attempt to explicitly encode both general and specific feature embeddings using learnable tensors and apply a Transformer to help better incorporate them in FSOD according to their relations to the input object features. We thus propose a Transformer-based general and specific embedding learning (T-GSEL) method for FSOD. In T-GSEL, learnable tensors are employed in a three-stage pipeline, encoding feature embeddings in general level, intermediate level, and specific level, respectively. In each stage, we apply a Transformer to first model the relations of the corresponding embedding to input object features and then apply the estimated relations to refine the input features. Meanwhile, we further introduce cross-stage connections between embeddings of different stages to make them complement and cooperate with each other, delivering general, intermediate, and specific feature embeddings stage by stage and utilizing them together for feature refinement in FSOD. In practice, a T-GSEL module is easy to inject. Extensive empirical results further show that our proposed T-GSEL method achieves compelling FSOD performance on both PASCAL VOC and MS COCO datasets compared with other state-of-the-art approaches.","['Computer Science', 'Computer Imaging, Vision, Pattern Recognition and Graphics', 'Artificial Intelligence', 'Image Processing and Computer Vision', 'Pattern Recognition', 'Computer Imaging, Vision, Pattern Recognition and Graphics', 'Artificial Intelligence', 'Computer Vision', 'Automated Pattern Recognition']"
Springer,10.1007/s11263-024-02210-8,Out-of-Distribution Detection with Virtual Outlier Smoothing,"Detecting out-of-distribution (OOD) inputs plays a crucial role in guaranteeing the reliability of deep neural networks (DNNs) when deployed in real-world scenarios. However, DNNs typically exhibit overconfidence in OOD samples, which is attributed to the similarity in patterns between OOD and in-distribution (ID) samples. To mitigate this overconfidence, advanced approaches suggest the incorporation of auxiliary OOD samples during model training, where the outliers are assigned with an equal likelihood of belonging to any category. However, identifying outliers that share patterns with ID samples poses a significant challenge. To address the challenge, we propose a novel method, V irtual O utlier S m o othing (VOSo), which constructs auxiliary outliers using ID samples, thereby eliminating the need to search for OOD samples. Specifically, VOSo creates these virtual outliers by perturbing the semantic regions of ID samples and infusing patterns from other ID samples. For instance, a virtual outlier might consist of a cat’s face with a dog’s nose, where the cat’s face serves as the semantic feature for model prediction. Meanwhile, VOSo adjusts the labels of virtual OOD samples based on the extent of semantic region perturbation, aligning with the notion that virtual outliers may contain ID patterns. Extensive experiments are conducted on diverse OOD detection benchmarks, demonstrating the effectiveness of the proposed VOSo. Our code will be available at https://github.com/junz-debug/VOSo .","['Computer Science', 'Computer Imaging, Vision, Pattern Recognition and Graphics', 'Artificial Intelligence', 'Image Processing and Computer Vision', 'Pattern Recognition', 'Computer Imaging, Vision, Pattern Recognition and Graphics', 'Artificial Intelligence', 'Computer Vision', 'Automated Pattern Recognition']"
Springer,10.1007/s11263-024-02206-4,AROID: Improving Adversarial Robustness Through Online Instance-Wise Data Augmentation,"Deep neural networks are vulnerable to adversarial examples. Adversarial training (AT) is an effective defense against adversarial examples. However, AT is prone to overfitting which degrades robustness substantially. Recently, data augmentation (DA) was shown to be effective in mitigating robust overfitting if appropriately designed and optimized for AT. This work proposes a new method to automatically learn online, instance-wise, DA policies to improve robust generalization for AT. This is the first automated DA method specific for robustness. A novel policy learning objective, consisting of Vulnerability, Affinity and Diversity, is proposed and shown to be sufficiently effective and efficient to be practical for automatic DA generation during AT. Importantly, our method dramatically reduces the cost of policy search from the 5000 h of AutoAugment and the 412 h of IDBH to 9 h, making automated DA more practical to use for adversarial robustness. This allows our method to efficiently explore a large search space for a more effective DA policy and evolve the policy as training progresses. Empirically, our method is shown to outperform all competitive DA methods across various model architectures and datasets. Our DA policy reinforced vanilla AT to surpass several state-of-the-art AT methods regarding both accuracy and robustness. It can also be combined with those advanced AT methods to further boost robustness. Code and pre-trained models are available at: https://github.com/TreeLLi/AROID .","['Computer Science', 'Computer Imaging, Vision, Pattern Recognition and Graphics', 'Artificial Intelligence', 'Image Processing and Computer Vision', 'Pattern Recognition', 'Computer Imaging, Vision, Pattern Recognition and Graphics', 'Artificial Intelligence', 'Computer Vision', 'Automated Pattern Recognition']"
Springer,10.1007/s11263-024-02187-4,SplitNet: Learnable Clean-Noisy Label Splitting for Learning with Noisy Labels,"Annotating the dataset with high-quality labels is crucial for deep networks’ performance, but in real-world scenarios, the labels are often contaminated by noise. To address this, some methods were recently proposed to automatically split clean and noisy labels among training data, and learn a semi-supervised learner in a Learning with Noisy Labels (LNL) framework. However, they leverage a handcrafted module for clean-noisy label splitting, which induces a confirmation bias in the semi-supervised learning phase and limits the performance. In this paper, for the first time, we present a learnable module for clean-noisy label splitting, dubbed SplitNet, and a novel LNL framework which complementarily trains the SplitNet and main network for the LNL task. We also propose to use a dynamic threshold based on split confidence by SplitNet to optimize the semi-supervised learner better. To enhance SplitNet training, we further present a risk hedging method. Our proposed method performs at a state-of-the-art level, especially in high noise ratio settings on various LNL benchmarks.","['Computer Science', 'Computer Imaging, Vision, Pattern Recognition and Graphics', 'Artificial Intelligence', 'Image Processing and Computer Vision', 'Pattern Recognition', 'Computer Imaging, Vision, Pattern Recognition and Graphics', 'Artificial Intelligence', 'Computer Vision', 'Automated Pattern Recognition']"
Springer,10.1007/s00259-024-06961-x,Dopaminergic PET to SPECT domain adaptation: a cycle GAN translation approach,"Purpose Dopamine transporter imaging is routinely used in Parkinson’s disease (PD) and atypical parkinsonian syndromes (APS) diagnosis. While [^11C]CFT PET is prevalent in Asia with a large APS database, Europe relies on [^123I]FP-CIT SPECT with limited APS data. Our aim was to develop a deep learning-based method to convert [^11C]CFT PET images to [^123I]FP-CIT SPECT images, facilitating multicenter studies and overcoming data scarcity to promote Artificial Intelligence (AI) advancements. Methods A CycleGAN was trained on [^11C]CFT PET ( n  = 602, 72%PD) and [^123I]FP-CIT SPECT ( n  = 1152, 85%PD) images from PD and non-parkinsonian control (NC) subjects. The model generated synthetic SPECT images from a real PET test set ( n  = 67, 75%PD). Synthetic images were quantitatively and visually evaluated. Results Fréchet Inception Distance indicated higher similarity between synthetic and real SPECT than between synthetic SPECT and real PET. A deep learning classification model trained on synthetic SPECT achieved sensitivity of 97.2% and specificity of 90.0% on real SPECT images. Striatal specific binding ratios of synthetic SPECT were not significantly different from real SPECT. The striatal left-right differences and putamen binding ratio were significantly different only in the PD cohort. Real PET and real SPECT had higher contrast-to-noise ratio compared to synthetic SPECT. Visual grading analysis scores showed no significant differences between real and synthetic SPECT, although reduced diagnostic performance on synthetic images was observed. Conclusion CycleGAN generated synthetic SPECT images visually indistinguishable from real ones and retained disease-specific information, demonstrating the feasibility of translating [^11C]CFT PET to [^123I]FP-CIT SPECT. This cross-modality synthesis could enhance further AI classification accuracy, supporting the diagnosis of PD and APS.","['Medicine & Public Health', 'Nuclear Medicine', 'Imaging / Radiology', 'Orthopedics', 'Cardiology', 'Oncology', 'Nuclear Medicine', 'Biological Imaging', 'Orthopaedics', 'Cardiology', 'Oncology']"
Springer,10.1007/s11600-024-01383-7,Azimuthal crustal variations and their implications on the seismic impulse response in the Valley of Mexico,"Previous studies have suggested prominent variations in the seismic wave behavior at the 5 s period when traveling across the Valley of Mexico, associating them with the crustal structure and contributing to the anomalous seismic wave patterns observed each time an earthquake hits Mexico City. This article confirms the variations observed at 0.2 Hz by analyzing the Green tensor diagonal retrieved from empirical Green functions (EGF) calculated using seismic noise data cross-correlations of the vertical and horizontal components. We observe time and phase shifts between the east and north EGF components and show that they can be explained by the crustal structure from the surface up to 20 km depth; we also observe that the time and phase shifts are more significant if the distance between the source and the station increases. Additionally, the article presents an updated version of the velocity model from receiver functions and dispersion curves (VMRFDC v2.0) for the crustal structure under the Valley of Mexico. To validate this model, we compare the EGFs with synthetic Green functions determined numerically. To do so, we adaptatively meshed this model using an iterative algorithm to numerically simulate the impulse response up to 0.5 Hz. Finally, the comparisons between noise and synthetic EGF showed that the VMRFDC v2.0 model explains the time shifts and phase differences at 0.2 Hz, previously observed by independent studies, suggesting it correctly characterizes the crustal structure anomalies beneath the Valley of Mexico.","['Earth Sciences', 'Geophysics/Geodesy', 'Structural Geology', 'Geotechnical Engineering & Applied Earth Sciences', 'Geophysics', 'Geology', 'Geotechnical Engineering and Applied Earth Sciences']"
Springer,10.1007/s13346-024-01679-7,3D printed microneedles: revamping transdermal drug delivery systems,,"['Biomedicine', 'Pharmaceutical Sciences/Technology', 'Pharmaceutics']"
Springer,10.1038/s41433-024-03460-z,Artificial intelligence in assessing progression of age-related macular degeneration,"The human population is steadily growing with increased life expectancy, impacting the prevalence of age-dependent diseases, including age-related macular degeneration (AMD). Health care systems are confronted with an increasing burden with rising patient numbers accompanied by ongoing developments of therapeutic approaches. Concurrent advances in imaging modalities provide eye care professionals with a large amount of data for each patient. Furthermore, with continuous progress in therapeutics, there is an unmet need for reliable structural and functional biomarkers in clinical trials and practice to optimize personalized patient care and evaluate individual responses to treatment. A fast and objective solution is Artificial intelligence (AI), which has revolutionized assessment of AMD in all disease stages. Reliable and validated AI-algorithms can aid to overcome the growing number of patients, visits and necessary treatments as well as maximize the benefits of multimodal imaging in clinical trials. Therefore, there are ongoing efforts to develop and validate automated algorithms to unlock more information from datasets allowing automated assessment of disease activity and disease progression. This review aims to present selected AI algorithms, their development, applications and challenges regarding assessment and prediction of AMD progression.","['Medicine & Public Health', 'Medicine/Public Health, general', 'Ophthalmology', 'Laboratory Medicine', 'Surgery', 'Surgical Oncology', 'Pharmaceutical Sciences/Technology', 'Public Health', 'Ophthalmology', 'Biomedical Research', 'Surgery', 'Cancer Therapy', 'Pharmaceutics']"
Springer,10.1007/s10750-024-05744-7,Warming of shallow temperate lakes: consequences for rotifer community composition and population dynamics,"Taxa specific responses to climate warming may shape aquatic communities, dominance patterns, biotic interactions, and related ecosystem processes and functions. As climate warming effects on smaller zooplankton are less understood than larger zooplankton, we focused on rotifers to study their response to a future climate warming scenario in outdoor mesocosms. Our year-long experiment (14 July 2020 to 13 July 2021) included present temperature conditions as controls and a treatment simulating a future warmer climate involving occasional heatwaves. Total rotifer abundance increased with warming, with Keratella spp. and Polyarthra spp. benefiting the most, while the Kellicottia spp. population collapsed. Filinia spp. were negatively affected by warming in the summer of 2020, but increased during winter and the following summer. Our findings suggest that thermophilic or eurytherm rotifers such as Keratella and Polyarthra may increase in a warmer future, while heat-sensitive Kellicottia may be negatively affected in the temperate region. Milder winters may allow some rotifer genera to proliferate while allowing others to recover from high summer temperatures, thereby considerably changing the composition and dominance patterns of rotifer assemblages.","['Life Sciences', 'Freshwater & Marine Ecology', 'Ecology', 'Zoology', 'Freshwater and Marine Ecology', 'Ecology', 'Zoology']"
Springer,10.1007/s10869-024-09946-7,Validation and Measurement Invariance of the German and Spanish Gender Bias Scale for Women Leaders,"Gender bias still appears to contribute significantly to the gender disparity observed in upper leadership positions. The present study presents the translation, modification, and validation of the Gender Bias Scale for Women Leaders (GBSWL, Diehl et al., 2020 ) into German and Spanish. Using data from four samples of full-time employed women from Germany and Spain with and without leadership responsibility ( N  = 870), we conducted confirmatory factor analyses to establish factorial validity, tested measurement invariance across the different job levels and countries, and tested construct validity. Our results indicate that the original factor structure does not hold in Germany and Spain. Therefore, utilizing the German leader sample as a construction sample, we modified the factor structure and validated the modified version using the remaining three samples. The modified version demonstrated good model fit, had metric measurement invariance across all samples, and resulted in a correlational pattern consistent with theory and the original study. Overall, results suggest that the German and Spanish versions of the GBSWL are reliable and valid instruments that scholars and practitioners can use to advance theory, research, and human resource practice in Germany and Spain.","['Psychology', 'Industrial and Organizational Psychology', 'Community and Environmental Psychology', 'Personality and Social Psychology', 'Business and Management, general', 'Social Sciences, general', 'Work and Organizational Psychology', 'Community Psychology', 'Personality and Differential Psychology', 'Business and Management', 'Society']"
Springer,10.1038/s41433-024-03433-2,Decolonising the ‘red’ reflex test: transitioning from terminology based on colour to anatomy,,"['Medicine & Public Health', 'Medicine/Public Health, general', 'Ophthalmology', 'Laboratory Medicine', 'Surgery', 'Surgical Oncology', 'Pharmaceutical Sciences/Technology', 'Public Health', 'Ophthalmology', 'Biomedical Research', 'Surgery', 'Cancer Therapy', 'Pharmaceutics']"
Springer,10.1007/s40122-024-00702-6,Influence of Intraoperative Pain Management on Postoperative Delirium in Elderly Patients: A Prospective Single-Center Randomized Controlled Trial,"Introduction Intraoperative analgesia and sedation are closely related to postoperative delirium. Depth of sedation based on bispectral index (BIS) guidance has been shown to reduce the occurrence of postoperative delirium (POD). However, the correlation between intraoperative analgesia levels and POD is unclear. The aim of this study was to investigate the effect of intraoperative analgesic management guided by the nociceptive stimulus index (NOX) on postoperative delirium. Methods In this prospective single-center randomized controlled study, elderly patients aged 65 and above, who are scheduled to undergo unilateral total knee arthroplasty (TKA), were allocated into two groups: the routine monitoring group (group R), which solely monitored patient sedation levels using BIS; and the NOX monitoring group (group N), which monitored patient analgesic levels using NOX based on BIS-monitored sedation levels. The primary outcome was the incidence of postoperative delirium within 3 days after surgery, using the confusion assessment method (CAM). Results From May 2022 to December 2022, a total of 240 patients were randomized; 12 were excluded because of failure to meet experimental conditions or were lost to follow-up. Patients in group N had a lower incidence rate (%) of POD on the first day compared to those in group R (8 (7%) vs 18 (16%), P  = 0.041). The dosage of remifentanil administered in group N was significantly higher than that in group R (927.07 ± 268.09 vs 882.32 ± 187.91 mg, P  = 0.002). Conclusions Appropriate intraoperative analgesia guided by NOX is associated with POD. When sedation levels were consistent, the incidence of POD was significantly reduced in older patients with NOX-guided analgesic management during unilateral TKA surgery.","['Medicine & Public Health', 'Internal Medicine', 'Pain Medicine', 'Internal Medicine', 'Pain Medicine']"
Springer,10.1007/s11600-024-01398-0,"Interactive analysis of the results of NET-VISA, a Bayesian inference system, in CTBTO’s International Data Centre bulletin production","The Global Association model is a crucial tool in seismic data analysis at the International Data Centre (IDC) of the Comprehensive Nuclear-Test-Ban Treaty Organization. However, it faces challenges due to its limitations in accurately associating seismic events on a global scale. Over the past years, attempts have been undertaken to tackle these issues by introducing the Network Processing Vertically Integrated Seismic Analysis (NET-VISA) algorithm, specifically designed to enhance seismic event association across the globe. NET-VISA uses a machine learning Bayesian approach to solve the automatic association problem. NET-VISA has been implemented in operation as an additional automatic event scanner tool since January 2018. In this study, we assess the effect of the NET-VISA automatic scanner on the IDC output REB and LEB bulletins. We used three distinct time periods to evaluate the NET-VISA performance. The results show a 4.6% increase in the number of LEB events after including the NET-VISA scanner in operation, with an average of 7 additional events per day, and an increase of 17.90% in the number of scanned events. A comparison between the different bulletins in distinct periods shows NET-VISA is beneficial to build more valid events, providing opportunities to improve nuclear-test-ban monitoring. However, NET-VISA exhibits slightly reduced performance for events occurring at depths exceeding 300 km.","['Earth Sciences', 'Geophysics/Geodesy', 'Structural Geology', 'Geotechnical Engineering & Applied Earth Sciences', 'Geophysics', 'Geology', 'Geotechnical Engineering and Applied Earth Sciences']"
Springer,10.1007/s40122-024-00681-8,Study on the Analgesic Efficacy of Femoral Nerve Block for Post-Hip Arthroscopy Pain,"Introduction Postoperative pain management is challenging for hip arthroscopy, and the effectiveness and specific protocols of femoral nerve block (FNB) in hip surgeries remain insufficient. Therefore, we designed this study to investigate the analgesic efficacy and optimal drug concentrations of FNB after hip arthroscopy. Methods A total of 148 patients undergoing hip arthroscopy were included and randomly divided into three groups: 0.3% ropivacaine FNB group, 0.4% ropivacaine FNB group, and 0.4% ropivacaine intra-articular injection (IAI) group (positive control). The main outcomes included dynamic and static visual analog scale (VAS) scores at various time points postoperatively, total intraoperative remifentanil consumption, and cumulative consumption of morphine within 24 h postoperatively. Secondary outcomes included total intraoperative dexmedetomidine consumption, RASMAY sedation scores, and patients’ satisfaction scores postoperatively. Results Both FNB and IAI anesthesia were shown to be safe for post-hip arthroscopy analgesia. Compared with IAI anesthesia, FNB showed no significant differences in analgesic effect within 12 h postoperatively but had a better analgesic effect after 24 h and lower remifentanil consumption intraoperatively. Group 0.4% ropivacaine showed lower dynamic VAS scores within the first 12 h compared with 0.3% ropivacaine for FNB, however, there were no significant differences in patient satisfaction and sedation, and postoperative ambulation was delayed, indicating that the higher concentration of ropivacaine correlated with a longer time to ambulation. The IAI group had greater intraoperative opioid consumption and more side effects. Conclusions Compared with IAI anesthesia, FNB can better alleviate post-hip arthroscopy pain and reduce opioid consumption. However, it requires specialized equipment and technical support and carries a certain risk of puncture. Trial Registration Chinese Clinical Trials Registry (ChiCTR2400091579).","['Medicine & Public Health', 'Internal Medicine', 'Pain Medicine', 'Internal Medicine', 'Pain Medicine']"
